,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
5353,2018,2017-12-22 02:33:38.351,112.0,Australia,2060,Microsoft SQL Server,18,"Azure SQL DB, Cosmos",Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,10,Not Asked,None,Not Asked,30,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,No,Prefer not to say,Male,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Meetings & management, Projects",1
3748,2018,2017-12-14 12:03:58.754,92000.0,United States,48226,Microsoft SQL Server,9,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,Not Asked,1,Not Asked,40,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
4413,2018,2017-12-19 18:18:02.905,1375000.0,United States,4039,Microsoft SQL Server,8,"Oracle, MySQL/MariaDB, Teradata",Part time,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,18,Not Asked,None,Not Asked,1,Masters,No,"No, I never have",32,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Analyst, Architect, Data Scientist, Manager","Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching",1
4744,2018,2017-12-20 09:44:52.128,50000.0,United States,30040,Microsoft SQL Server,10,,Part time,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,Not Asked,None,Not Asked,25,Masters,Yes,"Yes, but they expired",25,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,,1
5530,2018,2017-12-26 12:25:23.562,109000.0,United States,29638,Microsoft SQL Server,20,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,20,Not Asked,More than 5,Not Asked,3000,Bachelors (4 years),Yes,"Yes, but they expired",45,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments)",Build scripts & automation tools,1
5575,2018,2017-12-26 22:21:30.463,75000.0,United States,15086,Microsoft SQL Server,6,,Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,Not Asked,More than 5,Not Asked,1000,Bachelors (4 years),Yes,"No, I never have",45,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
709,2017,2017-01-05 12:38:49.484,130750.0,United States,Not Asked,Microsoft SQL Server,10,"Oracle, Microsoft Access",Full time employee,Architect,No,1,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Federal government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
1282,2017,2017-01-06 06:22:23.329,85000.0,Canada,Not Asked,Microsoft SQL Server,10,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,Not Asked,1,Not Asked,5,Masters,Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
5864,2018,2018-01-02 13:32:53.000,136000.0,United States,94602,Microsoft SQL Server,10,"PostgreSQL, MongoDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,0,Not Asked,1,Not Asked,130,None (no degree completed),,"No, I never have",45,2,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching",1
5068,2018,2017-12-20 13:37:36.970,59000.0,United States,59601,Microsoft SQL Server,3,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,1,Not Asked,30,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Analyst,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2675,2017,2017-01-11 04:46:29.455,72730.0,United Kingdom,Not Asked,Oracle,15,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, SQLite",Full time employee,DBA,Yes,2,Not Asked,2,Not Asked,60,Masters,Yes,"Yes, but they expired",42,1,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
4029,2018,2017-12-18 12:18:57.890,93000.0,United States,20850,Microsoft SQL Server,17,,Full time employee,Analyst,No,3,Not Asked,2,Not Asked,4,Bachelors (4 years),No,"Yes, but they expired",38,1,Not Asked,Non-profit,No,"Stay with the same employer, same role",Female,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching",1
1306,2017,2017-01-06 07:34:26.479,53500.0,United States,Not Asked,Microsoft SQL Server,2,,Full time employee,DBA,No,1,Not Asked,5,Not Asked,5000,Associates (2 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
5496,2018,2017-12-26 11:32:58.225,123000.0,United States,97113,Microsoft SQL Server,17,"Microsoft SQL Server, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,Not Asked,2,Not Asked,110,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
5504,2018,2017-12-26 11:44:02.071,98000.0,United States,2116,Microsoft SQL Server,4,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Elasticsearch",Full time employee,Manager,Yes,4,Not Asked,More than 5,Not Asked,100,Bachelors (4 years),No,"Yes, but they expired",60,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Training/teaching",1
2237,2017,2017-01-09 11:23:04.871,80262.0,United Kingdom,Not Asked,Microsoft SQL Server,10,MySQL/MariaDB,Full time employee,Analyst,No,10,Not Asked,1,Not Asked,5,None (no degree completed),,"No, I never have",42,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3302,2018,2017-12-12 12:19:35.695,147000.0,United States,875,Microsoft SQL Server,12,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,None,Not Asked,6,Bachelors (4 years),Yes,"No, I never have",45,2,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, On-call 24/7/365",1
5592,2018,2017-12-27 06:18:15.977,13000.0,Jordan,,Microsoft SQL Server,7,"Microsoft SQL Server, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,Not Asked,None,Not Asked,100,Bachelors (4 years),,"No, I never have",45,5 or more,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2038,2017,2017-01-09 09:19:02.501,120000.0,United States,Not Asked,Microsoft SQL Server,20,Amazon RDS (any flavor),Full time employee,DBA,No,15,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
1529,2017,2017-01-06 17:35:04.961,24000.0,Brazil,Not Asked,Microsoft SQL Server,6,"Oracle, PostgreSQL, Amazon RDS (any flavor)",Full time employee,DBA,Yes,6,Not Asked,3,Not Asked,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",44,2,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
1663,2017,2017-01-07 21:08:19.259,100000.0,United States,Not Asked,Microsoft SQL Server,13,"Microsoft SQL Server, Azure SQL DB",Full time employee,Manager,Yes,13,Not Asked,1,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",55,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
5450,2018,2017-12-24 10:37:55.083,132000.0,United States,77316,Microsoft SQL Server,17,"MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,Manager,Yes,7,Not Asked,1,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",70,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, R&D",1
6805,2019,2018-12-30 23:23:29.699,129800.0,United States,662,Microsoft SQL Server,18,SQLite,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,18,2 (I worked at another similar position elsewhere before this one),3,500-999,3500,Associates (2 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",300K-1M (large city),Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,,,1
6830,2019,2018-12-31 12:37:34.205,136500.0,United States,98004,Microsoft SQL Server,18,Azure SQL DB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,17,3,None,100-249,15,Bachelors (4 years),Yes,"No, I never have",45,1,1M+ (metropolis),Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Female,,"Build scripts & automation tools, On-call as part of a rotation",1
3627,2018,2017-12-13 09:14:45.164,113000.0,United States,33004,Microsoft SQL Server,12,"MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB",Full time employee,"Developer: App code (C#, JS, etc)",No,3,Not Asked,None,Not Asked,6,Doctorate/PhD,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)",Projects,1
5739,2018,2017-12-31 11:59:01.256,75000.0,Saudi Arabia,,Oracle,10,"Microsoft SQL Server, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,Not Asked,5,Not Asked,130,Bachelors (4 years),Yes,"Yes, and they're currently valid",44,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, On-call as part of a rotation, Projects, R&D",1
5147,2018,2017-12-20 17:00:14.580,120000.0,United States,,Microsoft SQL Server,20,"Microsoft SQL Server, Azure SQL DB",Full time employee,Developer: T-SQL,No,1,Not Asked,3,Not Asked,6,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Developer: T-SQL",,1
4891,2018,2017-12-20 11:21:27.293,94000.0,United States,98006,Microsoft SQL Server,7,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,1,Not Asked,2,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",45,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Training/teaching",1
2693,2017,2017-01-11 09:18:46.194,101000.0,United States,Not Asked,Microsoft SQL Server,12,"Oracle, DB2, Microsoft Access",Full time employee,DBA,No,2,Not Asked,4,Not Asked,125,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3060,2018,2017-12-12 08:24:25.622,45000.0,Netherlands,,Microsoft SQL Server,5,,Full time employee,Developer: T-SQL,No,5,Not Asked,None,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
1597,2017,2017-01-07 05:47:50.573,130000.0,United States,Not Asked,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, Teradata",Full time employee,Architect,Yes,3,Not Asked,None,Not Asked,10,Masters,No,"No, I never have",60,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
6700,2019,2018-12-24 10:07:46.550,40000.0,United States,89144,Microsoft SQL Server,2,"Microsoft SQL Server, Microsoft Access",Full time employee,Analyst,Yes,2,1 (this is the only company where I've had this kind of position),None,1000 or more,6,None (no degree completed),No,"No, I never have",45,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects",1
